ChAc;G/L Acct;B/S acct;G/L acct;Group Acct;Date;Created by;AT;AcGp;Samp. acct;Tr.Prt;DelFl;Crtn.block;Pstg block;Plan.block;Search Term;Func. Area;Short Text;G/L Acct Long Text;G/L long text;P&L LVL 1;P&L LVL 2;P&L LVL 3;P&L LVL 4;P&L LVL 5;P&L LVL 6;P&L LVL 7
PCOP;615250;;615250;;29.07.2008;JCO;X;ERG.;;;;;;;;;Website maintenance;Website maintenance;WEBSITE MAINTENANCE;;;;;;;
PCOP;615500;;615500;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Maintenance and repa;Maintenance and repairs - on movable property;MAINTENANCE AND REPAIRS -;;;;;;;
PCOP;615510;;615510;;24.04.2007;IGE;X;ERG.;;;;;;;;;Vehicle maintenance;Vehicle maintenance;VEHICLE MAINTENANCE;;;;;;;
PCOP;615550;;615550;;18.09.2008;JCO;X;ERG.;;;;;;;;;IT maintenance;IT maintenance;IT MAINTENANCE;;;;;;;
PCOP;615600;;615600;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Billable maintenance;Billable maintenance to clients;BILLABLE MAINTENANCE TO C;;;;;;;
PCOP;615601;;615601;;29.01.2008;IGE;X;ERG.;;;;;;;;;SAP PSME maintenance;SAP PSME maintenance;SAP PSME MAINTENANCE;;;;;;;
PCOP;615610;;615610;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;CBL PSME maintenance;CBL PSME maintenance;CBL PSME MAINTENANCE;;;;;;;
PCOP;616100;;616100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Insurance premiums -;Insurance premiums - multi-risk/RC;INSURANCE PREMIUMS - MULT;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Insurance;Insurance Expense
PCOP;616360;;616360;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Insurance premiums -;Insurance premiums - transport/purchases;INSURANCE PREMIUMS - TRAN;;;;;;;
PCOP;616380;;616380;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Insurance premiums -;Insurance premiums - vehicles;INSURANCE PREMIUMS - VEHI;;;;;;;
PCOP;616400;;616400;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Insurance premiums -;Insurance premiums - operational risks;INSURANCE PREMIUMS - OPER;;;;;;;
PCOP;616500;;616500;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Insurance premiums -;Insurance premiums - customer insolvency;INSURANCE PREMIUMS - CUST;;;;;;;
PCOP;617000;;617000;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Studies and research;Studies and research;STUDIES AND RESEARCH;;;;;;;
PCOP;618000;;618000;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other external charg;Other external charges;OTHER EXTERNAL CHARGES;Profit & Loss;EBIT;Others;Others;Others;Others;EBIT
PCOP;618010;;618010;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Colloquia and semina;Colloquia and seminar expenses;COLLOQUIA AND SEMINAR EXP;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Events;Seminar, Convention and Trade Shows
PCOP;618100;;618100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;General documentatio;General documentation;GENERAL DOCUMENTATION;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Services fee;Fees (Accounting, Legal, ect ...)
PCOP;618200;;618200;;29.07.2008;JCO;X;ERG.;;;;;;;;;Recruitment expenses;Recruitment expenses;RECRUITMENT EXPENSES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Services fee;Fees (Accounting, Legal, ect ...)
PCOP;618300;;618300;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Technical documentat;Technical documentation;TECHNICAL DOCUMENTATION;;;;;;;
PCOP;618500;;618500;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Expenses for colloqu;Expenses for colloquia, seminars, conferences;EXPENSES FOR COLLOQUIA, S;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Events;Seminar, Convention and Trade Shows
PCOP;618600;;618600;;24.02.2010;JCO;X;ERG.;;;;;;;;;Training expenses;Training expenses;TRAINING EXPENSES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Events;Seminar, Convention and Trade Shows
PCOP;619000;;619000;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Discounts obtained o;Discounts obtained on external services;DISCOUNTS OBTAINED ON EXT;;;;;;;
PCOP;621100;;621100;;23.11.2011;PDUP;X;ERG.;;;;;;;;;Temporary workers;Temporary workers;TEMPORARY WORKERS;;;;;;;
PCOP;622100;;622100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Brokerage commission;Brokerage commissions;BROKERAGE COMMISSIONS;;;;;;;
PCOP;622200;;622200;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Sales commissions an;Sales commissions and brokerage;SALES COMMISSIONS AND BRO;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Contractors Comission
PCOP;622300;;622300;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Rebates;Rebates;REBATES;;;;;;;
PCOP;622500;;622500;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Factoring commission;Factoring commissions;FACTORING COMMISSIONS;;;;;;;
PCOP;622600;;622600;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Auditor/accountant f;Auditor/accountant fees;AUDITOR/ACCOUNTANT FEES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Services fee;Fees (Accounting, Legal, ect ...)
PCOP;622605;;622605;;22.06.2007;IGE;X;ERG.;;;;;;;;;Various fees;Various fees;VARIOUS FEES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Services fee;Fees (Accounting, Legal, ect ...)
PCOP;622610;;622610;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Personnel fees;Personnel fees;PERSONNEL FEES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Services fee;Fees (Accounting, Legal, ect ...)
PCOP;622620;;622620;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Legal fees;Legal fees;LEGAL FEES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Services fee;Fees (Accounting, Legal, ect ...)
PCOP;622630;;622630;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Courier fees;Courier fees;COURIER FEES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Services fee;Fees (Accounting, Legal, ect ...)
PCOP;622640;;622640;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Alblan fees;Alblan fees;ALBLAN FEES;;;;;;;
PCOP;622645;;622645;;05.01.2009;JCO;X;ERG.;;;;;;;;;Service fees;Service fees;SERVICE FEES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Services fee;Fees (Accounting, Legal, ect ...)
PCOP;622650;;622650;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Commercial fees;Commercial fees;COMMERCIAL FEES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Services fee;Fees (Accounting, Legal, ect ...)
PCOP;622660;;622660;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Magnisol fees;Magnisol fees;MAGNISOL FEES;;;;;;;
PCOP;622670;;622670;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Advertising fees;Advertising fees;ADVERTISING FEES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Advertising and Promotion
PCOP;622680;;622680;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Indemnities and reim;Indemnities and reimbursements;INDEMNITIES AND REIMBURSE;;;;;;;
PCOP;622690;;622690;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Benefits in kind;Benefits in kind;BENEFITS IN KIND;;;;;;;
PCOP;622700;;622700;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Act and litigation f;Act and litigation fees;ACT AND LITIGATION FEES;;;;;;;
PCOP;622800;;622800;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Miscellaneous;Miscellaneous;MISCELLANEOUS;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Others;Other Fees
PCOP;623100;;623100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Announcements and ad;Announcements and advertisements;ANNOUNCEMENTS AND ADVERTI;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Advertising and Promotion
PCOP;623200;;623200;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Advertising;Advertising;ADVERTISING;;;;;;;
PCOP;623300;;623300;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Fairs and exhibition;Fairs and exhibitions;FAIRS AND EXHIBITIONS;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Events;Seminar, Convention and Trade Shows
PCOP;623400;;623400;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Gifts to customers;Gifts to customers;GIFTS TO CUSTOMERS;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Advertising and Promotion
PCOP;623500;;623500;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Premiums;Premiums;PREMIUMS;;;;;;;
PCOP;623600;;623600;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Catalogs and printed;Catalogs and printed materials;CATALOGS AND PRINTED MATE;;;;;;;
PCOP;623700;;623700;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Publications;Publications;PUBLICATIONS;;;;;;;
PCOP;623800;;623800;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Miscellaneous (tips,;Miscellaneous (tips, common donations);MISCELLANEOUS (TIPS, COMM;;;;;;;
PCOP;624100;;624100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Transportation on pu;Transportation on purchases;TRANSPORTATION ON PURCHAS;;;;;;;
PCOP;624500;;624500;;06.05.2009;JCO;X;ERG.;;;;;;;;;Miscellaneous transp;Miscellaneous transportation;MISCELLANEOUS TRANSPORTAT;;;;;;;
PCOP;624700;;624700;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Collective personnel;Collective personnel transport;COLLECTIVE PERSONNEL TRAN;;;;;;;
PCOP;625100;;625100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Travel and accommoda;Travel and accommodation;TRAVEL AND ACCOMMODATION;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Travel;Expenses (Travel, Lunch …)
PCOP;625105;;625105;;17.10.2014;PDUP;X;ERG.;;;;;;;;;Intercompany travel;Intercompany travel and accommodation;INTERCOMPANY TRAVEL AND A;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Travel;ICO Expenses (Travel, Lunch …)
PCOP;625300;;625300;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Mileage allowance;Mileage allowance;MILEAGE ALLOWANCE;;;;;;;
PCOP;625500;;625500;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Moving expenses;Moving expenses;MOVING EXPENSES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Rent Expenses
PCOP;625600;;625600;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Missions;Missions;MISSIONS;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Travel;Expenses (Travel, Lunch …)
PCOP;625700;;625700;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Receptions;Receptions;RECEPTIONS;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Travel;Expenses (Travel, Lunch …)
PCOP;626000;;626000;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Postal charges;Postal charges;POSTAL CHARGES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Postage and Telecommunication
PCOP;626100;;626100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Fixed telecommunicat;Fixed telecommunication charges;FIXED TELECOMMUNICATION C;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Postage and Telecommunication
PCOP;626200;;626200;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Mobile telecommunica;Mobile telecommunication charges;MOBILE TELECOMMUNICATION;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Postage and Telecommunication
PCOP;626300;;626300;;01.06.2016;JGUE;X;ERG.;;;;;;;;;INTERNET;INTERNET COSTS;INTERNET COSTS;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Consumable purchases
PCOP;627000;;627000;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Commissions;Commissions;COMMISSIONS;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Contractors Comission
PCOP;627600;;627600;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Safe rental;Safe rental;SAFE RENTAL;;;;;;;
PCOP;627800;;627800;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other fees and commi;Other fees and commissions / service provision;OTHER FEES AND COMMISSION;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Bank Fees;Bank Fees
PCOP;628005;;628005;;11.05.2011;PDUP;X;ERG.;;;;;;;;;Recharged general ex;Recharged general expenses - intercompany;RECHARGED GENERAL EXPENSE;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Fees;Management Fees
PCOP;628100;;628100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Various competitions;Various competitions (subscriptions);VARIOUS COMPETITIONS (SUB;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;License
PCOP;628400;;628400;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Personnel recruitmen;Personnel recruitment expenses;PERSONNEL RECRUITMENT EXP;;;;;;;
PCOP;629000;;629000;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Discounts obtained /;Discounts obtained / other external services;DISCOUNTS OBTAINED / OTHE;;;;;;;
PCOP;631200;;631200;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Apprenticeship tax;Apprenticeship tax;APPRENTICESHIP TAX;;;;;;;
PCOP;631300;;631300;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Employers' contribut;Employers' contribution to ongoing professional tr;EMPLOYERS' CONTRIBUTION T;;;;;;;
PCOP;631800;;631800;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other taxes and paym;Other taxes and payments on salaries (admin);OTHER TAXES AND PAYMENTS;;;;;;;
PCOP;633100;;633100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Transport contributi;Transport contribution;TRANSPORT CONTRIBUTION;;;;;;;
PCOP;633300;;633300;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Employers' contribut;Employers' contribution to ongoing professional tr;EMPLOYERS' CONTRIBUTION T;;;;;;;
PCOP;633400;;633400;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Employers' contribut;Employers' contribution to construction effort;EMPLOYERS' CONTRIBUTION T;;;;;;;
PCOP;633500;;633500;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Voluntary payments g;Voluntary payments granting apprenticeship tax exe;VOLUNTARY PAYMENTS GRANTI;;;;;;;
PCOP;633800;;633800;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other taxes and paym;Other taxes and payments on salaries (other orgs);OTHER TAXES AND PAYMENTS;;;;;;;
PCOP;635110;;635110;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Professional tax;Professional tax;PROFESSIONAL TAX;;;;;;;
PCOP;635120;;635120;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Property tax;Property tax;PROPERTY TAX;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Tax;Taxes and Duties
PCOP;635130;;635130;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other local taxes;Other local taxes;OTHER LOCAL TAXES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Tax;Taxes and Duties
PCOP;635140;;635140;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Tax on company vehic;Tax on company vehicles;TAX ON COMPANY VEHICLES;;;;;;;
PCOP;635200;;635200;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Non-recoverable VAT;Non-recoverable VAT;NON-RECOVERABLE VAT;;;;;;;
PCOP;635300;;635300;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Indirect taxes;Indirect taxes;INDIRECT TAXES;;;;;;;
PCOP;635400;;635400;;06.11.2008;JCO;X;ERG.;;;;;;;;;Registration fees an;Registration fees and stamps;REGISTRATION FEES AND STA;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Others;Other Fees
PCOP;635800;;635800;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other duties;Other duties;OTHER DUTIES;;;;;;;
PCOP;637100;;637100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Corporate social sol;Corporate social solidarity contribution;CORPORATE SOCIAL SOLIDARI;;;;;;;
PCOP;637800;;637800;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Various taxes;Various taxes;VARIOUS TAXES;;;;;;;
PCOP;641100;;641100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Salaries, wages, bas;Salaries, wages, base commissions;SALARIES, WAGES, BASE COM;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Salaries, Benefits & Wages
PCOP;641130;;641130;;06.11.2008;JCO;X;ERG.;;;;;;;;;Gross payroll (US);Gross payroll (US);GROSS PAYROLL (US);;;;;;;
PCOP;641200;;641200;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Paid leave;Paid leave;PAID LEAVE;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Salaries, Benefits & Wages
PCOP;641250;;641250;;26.09.2008;JCO;X;ERG.;;;;;;;;;Provisions for paid;Provisions for paid leave;PROVISIONS FOR PAID LEAVE;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Salaries, Benefits & Wages
PCOP;641270;;641270;;26.09.2008;JCO;X;ERG.;;;;;;;;;Provisions for RTT (;Provisions for RTT (working time reduction);PROVISIONS FOR RTT (WORKI;;;;;;;
PCOP;641300;;641300;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Bonuses and gratuiti;Bonuses and gratuities;BONUSES AND GRATUITIES;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Salaries, Benefits & Wages
PCOP;641301;;641301;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Bonuses and gratuiti;Bonuses and gratuities;BONUSES AND GRATUITIES;;;;;;;
PCOP;641310;;641310;;19.06.2008;PLE;X;ERG.;;;;;;;;;Transactional indemn;Transactional indemnity;TRANSACTIONAL INDEMNITY;;;;;;;
PCOP;641350;;641350;;11.12.2024;JGUE;X;ERG.;;;;;;;;;FR Prime Vacances;FR Prime Vacances 06/AAAA;FR PRIME VACANCES 06/AAAA;;;;;;;
PCOP;641400;;641400;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Indemnities and vari;Indemnities and various benefits;INDEMNITIES AND VARIOUS B;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Salaries, Benefits & Wages
PCOP;641500;;641500;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Family allowance;Family allowance;FAMILY ALLOWANCE;;;;;;;
PCOP;641600;;641600;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Sickness indemnity;Sickness indemnity;SICKNESS INDEMNITY;;;;;;;
PCOP;641601;;641601;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Maternity indemnity;Maternity indemnity;MATERNITY INDEMNITY;;;;;;;
PCOP;641602;;641602;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Work accident indemn;Work accident indemnity;WORK ACCIDENT INDEMNITY;;;;;;;
PCOP;645000;;645000;;11.05.2007;IGE;X;ERG.;;;;;;;;;Social payroll charg;Social payroll charges;SOCIAL PAYROLL CHARGES;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Salaries, Benefits & Wages
PCOP;645100;;645100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Contributions to URS;Contributions to URSSAF;CONTRIBUTIONS TO URSSAF;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Salaries, Benefits & Wages
PCOP;645110;;645110;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;General Social Contr;General Social Contribution (CSG);GENERAL SOCIAL CONTRIBUTI;;;;;;;
PCOP;645120;;645120;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Contribution for Deb;Contribution for Debt Repayment (CRDS);CONTRIBUTION FOR DEBT REP;;;;;;;
PCOP;645150;;645150;;11.02.2009;JCO;X;ERG.;;;;;;;;;Social contributions;Social contributions on bonus provisions;SOCIAL CONTRIBUTIONS ON B;;;;;;;
PCOP;645200;;645200;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Contributions to mut;Contributions to mutual funds;CONTRIBUTIONS TO MUTUAL F;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Salaries, Benefits & Wages
PCOP;645250;;645250;;30.09.2008;JCO;X;ERG.;;;;;;;;;Social contributions;Social contributions on paid leave provisions;SOCIAL CONTRIBUTIONS ON P;;;;;;;Salaries, Benefits & Wages
PCOP;645270;;645270;;30.09.2008;JCO;X;ERG.;;;;;;;;;Social contributions;Social contributions on RTT provisions;SOCIAL CONTRIBUTIONS ON R;;;;;;;Salaries, Benefits & Wages
PCOP;645300;;645300;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;UGRR contributions;UGRR contributions;UGRR CONTRIBUTIONS;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Salaries, Benefits & Wages
PCOP;645305;;645305;;24.04.2007;IGE;X;ERG.;;;;;;;;;UGRC contributions;UGRC contributions;UGRC CONTRIBUTIONS;;;;;;;Salaries, Benefits & Wages
PCOP;645350;;645350;;11.12.2024;JGUE;X;ERG.;;;;;;;;;FR Ch Prime Vacances;FR Chg Prime Vacances 06/AAAA;FR CHG PRIME VACANCES 06/;;;;;;;Salaries, Benefits & Wages
PCOP;645400;;645400;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Contributions to une;Contributions to unemployment insurance (ASSEDIC);CONTRIBUTIONS TO UNEMPLOY;;;;;;;Salaries, Benefits & Wages
PCOP;645800;;645800;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Mutual and provident;Mutual and provident contributions;MUTUAL AND PROVIDENT CONT;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Salaries, Benefits & Wages
PCOP;647000;;647000;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other social charges;Other social charges;OTHER SOCIAL CHARGES;;;;;;;Salaries, Benefits & Wages
PCOP;647100;;647100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other social charges;Other social charges - direct benefits;OTHER SOCIAL CHARGES - DI;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Salaries, Benefits & Wages
PCOP;647200;;647200;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other social charges;Other social charges - payments to works councils;OTHER SOCIAL CHARGES - PA;;;;;;;
PCOP;647300;;647300;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other social charges;Other social charges - payments to hygiene and saf;OTHER SOCIAL CHARGES - PA;;;;;;;
PCOP;647400;;647400;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other social charges;Other social charges - payments to other social wo;OTHER SOCIAL CHARGES - PA;;;;;;;
PCOP;647500;;647500;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other social charges;Other social charges - occupational medicine and p;OTHER SOCIAL CHARGES - OC;;;;;;;
PCOP;648000;;648000;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other personnel expe;Other personnel expenses;OTHER PERSONNEL EXPENSES;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Salaries, Benefits & Wages
PCOP;648100;;648100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Training expenses -;Training expenses - excluding training tax;TRAINING EXPENSES - EXCLU;;;;;;;
PCOP;648200;;648200;;27.04.2007;CCOCUELLE;X;ERG.;;;;;;;;;Transportation expen;Transportation expenses;TRANSPORTATION EXPENSES;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Salaries, Benefits & Wages
PCOP;648201;;648201;;26.07.2007;IGE;X;ERG.;;;;;;;;;Paid transportation;Paid transportation expenses;PAID TRANSPORTATION EXPEN;;;;;;;
PCOP;648300;;648300;;22.06.2007;IGE;X;ERG.;;;;;;;;;Transactional indemn;Transactional indemnity;TRANSACTIONAL INDEMNITY;;;;;;;
PCOP;649000;;649000;;24.04.2013;PDUP;X;ERG.;;;;;;;;;Salaries - CICE;Salaries - CICE;SALARIES - CICE;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Salaries, Benefits & Wages
PCOP;651100;;651100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Royalties for conces;Royalties for concessions, patents, licenses, proc;ROYALTIES FOR CONCESSIONS;;;;;;;Salaries, Benefits & Wages
PCOP;651200;;651200;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;CBL licenses;CBL licenses;CBL LICENSES;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Salaries, Benefits & Wages
PCOP;651210;;651210;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;HRPIC licenses;HRPIC licenses;HRPIC LICENSES;;;;;;;
PCOP;651220;;651220;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;PSME licenses;PSME licenses;PSME LICENSES;;;;;;;
PCOP;654100;;654100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Losses on irrecovera;Losses on irrecoverable receivables - current year;LOSSES ON IRRECOVERABLE R;;;;;;;
PCOP;654400;;654400;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Losses on irrecovera;Losses on irrecoverable receivables - previous yea;LOSSES ON IRRECOVERABLE R;;;;;;;
PCOP;658000;;658000;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Miscellaneous manage;Miscellaneous management charges;MISCELLANEOUS MANAGEMENT;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Others;Other Fees
PCOP;658100;;658100;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Charges on by-produc;Charges on by-products;CHARGES ON BY-PRODUCTS;;;;;;;
PCOP;661160;;661160;;27.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Interest on loans an;Interest on loans and similar debts;INTEREST ON LOANS AND SIM;;;;;;;
PCOP;661170;;661170;;27.10.2011;PDUP;X;ERG.;;;;;;;;;CH.INT CCA;CHARGES D'INT.DES COMPTES COURANTS D'ASS;CHARGES D'INT.DES COMPTES;;;;;;;
PCOP;661200;;661200;;24.01.2011;PDUP;X;ERG.;;;;;;;;;Intercompany financi;Intercompany financial charges;INTERCOMPANY FINANCIAL CH;;;;;;;
