WBS element,Name,Company code,Profit center (BU),Revenue Type,Direct/Ind./Interco,Countries (End Client),Sales Rep
PCLCONST*HRPC*STAFF_AUG,PCL_CONSTRUCTOR  STAFF AUGMENTATION,F037,SAP/SF CA,,,,
PCLCONSTRUCTOR*HRPC*P2CS,PCL_CONSTRUCTOR P2 CONSULTING SERVICES,F037,SAP/SF CA,,,,
HRPUS*BLOUNT*AMS,HRPUS*BLOUNT*AMS,F055,SAP/SF US,AMS,Direct customer,USA,0
HRPUS*BLOUNT*EC_IMPLEM,HRPUS*BLOUNT*EC_IMPLEM,F055,SAP/SF CA,,,,
HRPUS*BRIGGS_ANNUAL21,HRP US BRIGGS ANNUAL 21,F055,SAP/SF CA,,,,
HRPUS*BRIGGS_SUP,HRP US BRIGGS SUPPORT,F055,SAP/SF US,AMS,Direct customer,USA,0
HRPUS*BROWARD_CNTY_T&M,HRP US BROWARD_CNTY_T&M,F055,SAP/SF CA,,,,
HRPUS*BWXT_AMS,HRPUS*BWXT_AMS,F055,SAP/SF US,AMS,Direct customer,USA,0
HRPUS*CHILDRENS_SUP,HRPUS*CHILDRENS_HEALTH*SUP,F055,SAP/SF CA,,,,
HRPUS*CHOA_SUPPORT,HRP US CHOA SUPPORT,F055,SAP/SF CA,,,,
HRPUS*CRH*SUP,HRPUS*CRH*SUP,F055,SAP/SF CA,,,,
PELICANT*INTLT_PRE_ACQUI,INTALENT PELICANC PRE ACQUSITION,F057,Other (Intalent),,,,
HRPUS*DEXCOM*AMS,HRPUS*DEXCOM*AMS,F055,SAP/SF CA,,,,
HRPUS*DEXCOM_AP,HRPUS*DEXCOM ARCHITECT PROJECTS,F055,SAP/SF CA,,,,
HRPUS*DEXCOM_LMS_SUPPORT,HRPUS*DEXCOM_LMS_SUPPORT,F055,SAP/SF CA,,,,
HRP_CAN*PJCCI_PROJ,HRP CANADA PJCCI PROJECT,F037,SAP/SF CA,Project,Direct customer,Canada,Fredo
HRP_CAN*PJCCI_AMES,HRP CANADA PJCCI AMES,F037,SAP/SF CA,AMS,,,
HRP_CAN*PJCCI_AMES_ADMIN,HRP CANADA PJCCI AMES ADMIN,F037,SAP/SF CA,AMS,,,
HRP_CAN*PJCCI_LIC_SF,HRP CANADA PJCCI LICENCE SAP,F037,SAP/SF CA,Licence,Direct customer,Canada,Fredo
HRPUS*DEXCOM_MYA_ADP,HRP US DEXCOM ADP,F055,SAP/SF CA,,,,
POMERLEAU*CONFIG,INTALENT POMERLEAU*CONFIG,F057,SAP/SF CA,,,,
POMERLEAU*GESTION_PROJ,INTALENT POMERLEAU*GESTION PROJET,F057,SAP/SF CA,,,,
POMERLEAU*SUPPORT,INTALENT POMERLEAU*SUPPORT,F057,SAP/SF CA,,,,
POMERLEAU*PROJECT,INTALENT POMERLEAU*PROJECT,F057,SAP/SF CA,,,,
HRPUS*DEXCOM_PLM,HRPUS*DEXCOM PLM,F055,SAP/SF CA,,,,
PRIMACORP*HRPC*PHASE1,HRPC PRIMACORP SF PHASE 1,F037,SAP/SF CA,,,,
PRIMACORP*HRPC*PHASE2,HRPC PRIMACORP SF PHASE 2,F037,SAP/SF CA,AMS,Direct customer,Canada,Fredo
PRIMACORP*HRPC*LIC,HRPC PRIMACORP SF LICENCES,F037,SAP/SF CA,Licence,Direct customer,Canada,Fredo
PRIMACORP*HRPC*ADMIN,HRPC PRIMACORP ADMIN,F037,SAP/SF CA,,,,
PRIMACORP*HRPC*AMES,HRPC PRIMACORP AMES,F037,SAP/SF CA,AMS,Direct customer,Canada,Fredo
PROCOM*PWC,PROCOM - PWC,F037,SAP/SF CA,Staff Aug.,Direct customer,Canada,Fredo
PROJEXIA*PROJET,PROJEXIA PROJET,F037,SAP/SF CA,,,,
PROJEXIA*AMES_SUPPORT,AVENUE HR PROJEXIA AMES SUPPORT,F037,SAP/SF CA,AMS,,,
PROJEXIA*PROJECT,AVENUE HR PROJEXIA PROJECT,F037,SAP/SF CA,,,,
PROJEXIA*INNOVAPOST_SF,HRP CANADA PROJEXIA INNOVAPOST_SF INTEG,F037,SAP/SF CA,,,,
HRPUS*DODGE_PROJECT,HRP US DODGE PROJECT,F055,SAP/SF CA,,,,
HRPUS*FORD_PROJECT,HRP US FORD PROJECT,F055,SAP/SF CA,,,,
HRPUS*FORDDIRECT_AMS,HRP US FORDDIRECT AMS,F055,SAP/SF US,AMS,Direct customer,USA,0
HRPUS*GRAPHIC_PACK_PROJ,HRP US GRAPHIC PACK PROJECT,F055,SAP/SF CA,,,,
HRPUS*GRAPHIC_PACKCO_SP,HRP US GRAPHIC PACK COMP SUPPORT,F055,SAP/SF CA,,,,
PWC*DATA_MIGRATION_WCB,HRP CANADA PWC DATA_MIGRATION_WCB,F037,SAP/SF CA,,,,
PWC*SUPPORT,INTALENT PWC SUPPORT,F057,Other (Intalent),,,,
INTALENT*QUADIENT,INTALENT QUADIENT,F057,Other (Intalent),,,,
HRPUS*GRAPHIC_PACKCOMP21,HRP US GRAPHIC PACK COMP 21,F055,SAP/SF CA,,,,
HRPUS*HAVERTYS_AMS,HRP US HAVERTYS AMS,F055,SAP/SF CA,,,,
HRPUS*HAVERTYS_RMK,HRP US HAVERTYS rmk,F055,SAP/SF CA,,,,
HRPUS*HAVERTYS_T&M,HRP US HAVERTYS T&m,F055,SAP/SF CA,,,,
HRPUS*HERBALIFE_T&M,HRP US HERBALIFE_T&M,F055,SAP/SF CA,,,,
HRPUS*HERSHEY_AMS,HRPUS*HERSHEY_AMS,F055,SAP/SF US,AMS,Direct customer,USA,0
HRPUS*HERSHEY_ONB,HRP US HERSHEY ONB,F055,SAP/SF US,,,,
RECONNECT*PROJET,RECONNECT PROJET,F037,SAP/SF CA,,,,
RECONNECT*AMES,RECONNECT AMES,F037,SAP/SF CA,AMS,,,
RECONNECT*LIC_SF,RECONNECT LICENCE SAP,F037,SAP/SF CA,Licence,Direct customer,Canada,Fredo
CITY_REGINA*SF_PRO,HRP CANADA REGINA SF,F037,SAP/SF CA,,,,
REGINA_CITY*AMES,HRP CANADA REGINA_CITY AMES,F037,SAP/SF CA,AMS,Direct customer,Canada,Fredo
REGINA_CITY*AMES_ADMIN,HRP CANADA REGINA_CITY AMES ADMIN,F037,SAP/SF CA,AMS,,,
REGINA_POLICE*SF_PRO,HRP CANADA REGINA_POLICE SF PRO,F037,SAP/SF CA,,,,
REGINA_POLICE*AMES,HRP CANADA REGINA_POLICE AMES,F037,SAP/SF CA,AMS,Direct customer,Canada,Fredo
REGINA_POLICE*AMES_ADMIN,HRP CANADA REGINA_POLICE AMES ADMIN,F037,SAP/SF CA,AMS,,,
REGINA_POLICE*AMES_SERV,HRP CANADA REGINA_POLICE AMES_SERV,F037,SAP/SF CA,AMS,,,
REGINA_POL*AMES_ADM_SERV,HRP CANADA REGINA_POLICE AMES_ADMIN_SERV,F037,SAP/SF CA,AMS,,,
REGINA_CITY*SF_LMS,HRP CANADA REGINA_CITY SF LMS,F037,SAP/SF CA,,,,
REGINA_CITY*LIC_SF,HRP CANADA REGINA_CITY SF LICENCE SAP,F037,SAP/SF CA,Licence,Direct customer,Canada,Fredo
REGINA_POLICE*LIC_SF,HRP CANADA REGINA_POLICE LICENCE SAP,F037,SAP/SF CA,Licence,Direct customer,Canada,Fredo
HRPUS*HERSHEY_RMK,HRP US HERSHEY RMK,F055,SAP/SF CA,,,,
RICHMOND_C*HRPC*LICENSES,HRP CANADA RICHMOND CITY LICENSES,F037,SAP/SF CA,Licence,Direct customer,Canada,Fredo
RICHMOND_CITY*HRPC*LMS,HRP CANADA RICHMOND CITY LMS,F037,SAP/SF CA,AMS,Direct customer,Canada,Fredo
RICHMOND_CITY*HRPC*AMES,RICHMOND_CITY*HRPC*AMES,F037,SAP/SF CA,AMS,,,
RICHMOND_C*HRPC*AMES_AD,RICHMOND_C*HRPC*AMES_AD,F037,SAP/SF CA,AMS,,,
HRPUS*HOLLYFRONTIER_AMS,HRPUS*HOLLYFRONTIER_AMS,F055,SAP/SF US,AMS,Direct customer,USA,0
RMWB*HRPC_IMPL,HRPC RMWB IMPLEMENTATION,F037,SAP/SF CA,Project,Direct customer,Canada,Kateryna Voitukhova 2%
ROBINSON*AMES,AVENUE HR ROBINSON AMES,F037,SAP/SF CA,AMS,,,
ROGERS*LIC_SF,AVENUE HR ROGER LICENCE SAP,F037,SAP/SF CA,Licence,,,
ROGERSINSURANCE*RMK,HRPC ROGERSINSURANCE RMK,F037,SAP/SF CA,Project,Direct customer,Canada,Fredo
ROGERSINSURANCE*HRPC*AME,HRPC ROGERSINSURANCE AMES,F037,SAP/SF CA,AMS,,,
HRPUS*HOLLYFRONTIER_COMP,HRP US HOLLYFRONTIER_COMP,F055,SAP/SF CA,,,,
HRPUS*HRP*KOKI_PROJ_NB,HRPUS*HRP*KOKI_PROJECT NB,F055,SAP/SF US,,,,
HRPUS*HRP*KOKI_PROJECT,HRPUS*HRP*KOKI_PROJECT,F055,Workforce,Project,Intercos Outside NA,EUROPE,0
HRPUS*HRP_EXPERT,EXASERV W/ HRP EXPERT,F055,SAP/SF US,,,,
HRPUS*HRP_NUBO3.0,HRP US w/ HRP NUBO 3.0,F055,SAP/SF US,,,,
HRPUS*HRP_SOC2,HRP US w/ HRP SOC 2,F055,SAP/SF US,,,,
SAFRAN*AVH_TRAINING,AVENUE HR SAFRAN TRAINING,F037,SAP/SF CA,,,,
SASKATOON_C*HRPC*PHASE1,HRP CANADA SASKATOON PHASE 1,F037,SAP/SF CA,Project,Direct customer,Canada,Fredo
SASKPOWER*AMES,HRP CANADA SASKPOWER AMES,F037,SAP/SF CA,AMS,Direct customer,Canada,Dan Whitmarsh
SASKPOWER*AMES_ADMIN,HRP CANADA SASKPOWER AMES ADMIN,F037,SAP/SF CA,AMS,Direct customer,Canada,Dan Whitmarsh
SASKPOWER*AMES_MEX,HRP CANADA SASKPOWER AMES MEX,F037,SAP/SF CA,AMS,Direct customer,Canada,Dan Whitmarsh
SASKPOWER*WORKBOOKS,HRP CANADA SASKPOWER WORKBOOKS,F037,SAP/SF CA,AMS,Direct customer,Canada,Dan Whitmarsh
SASKPOWER*ORG_CHANGES,HRP CANADA SASKPOWER ORG CHANGES,F037,SAP/SF CA,AMS,Direct customer,Canada,Dan Whitmarsh
HRPUS*HRPBE_FEBELCO_SUP,HRP US w/ HRP BE FEBLECO ADD SUPPORT,F055,SAP/SF US,Project,Intercos Outside NA,EUROPE,0
HRPUS*INTERNAL_NB,HRP US INTERNAL NB,F055,SAP/SF CA,,,,
HRPUS*JE_DUNN*PROJ,HRPUS*JE_DUNN*PROJ,F055,SAP/SF CA,,,,
HRPUS*KEYSTONE_AMS,HRP US KEYSTONE AMS,F055,SAP/SF US,AMS,Direct customer,USA,0
HRPUS*KIA_AMS,HRP US KIA AMS,F055,SAP/SF US,AMS,Direct customer,USA,0
HRPUS*KIA_CDP_SUCESS,HRP US KIA CDP SUCESS,F055,SAP/SF CA,,,,
HRPUS*LYONDELL_ONBRD 2.0,HRPUS*LYONDELL_ONBOARD 2.0,F055,SAP/SF US,,,,
HRPUS*LYONDELL_ONBRD2_TM,HRPUS*LYONDELL_ONBOARD 2.0 T&M,F055,SAP/SF US,,,,
HRPUS*NEOVIA*SF_SUPPORT,HRPUS*NEOVIA*SF_SUPPORT,F055,SAP/SF CA,,,,
HRPUS*NEWELL_AMS,HRP US NEWELL AMS,F055,SAP/SF CA,,,,
HRPUS*NSI_MEX_PROJECT,HRP US NSI_MEX_PROJECT,F055,SAP/SF CA,,,,
HRPUS*PERDUE_SUP,HRP US PERDUE SUP,F055,SAP/SF CA,,,,
HRPUS*PULTE_GROUP*SUP,HRPUS*PULTE_GROUP*SUP,F055,SAP/SF CA,,,,
HRPUS*SKYWORDS_AD_HOC,HRP US SKYWORDS_AD_HOC,F055,SAP/SF CA,,,,
HRPUS*SKYWORDS_COMP_EC,HRP US SKYWORDS_COMP EC INTEG,F055,SAP/SF CA,,,,
HRPUS*SPX*ADP_INTEG,HRPUS*SPX*ADP_INTEG,F055,SAP/SF CA,,,,
SEAWAY*HRPC*ADMIN_AMES,HRP CANADA SEAWAY ADMIN AMES,F037,SAP/SF CA,AMS,,,
SEAWAY*HRPC*AMES,HRP CANADA HRPC AMES,F037,SAP/SF CA,AMS,Direct customer,Canada,Fredo
SEPAQ*CONFIG,INTALENT SEPAQ*PROJECT CONFIG,F057,Other (Intalent),Project,Direct customer,Canada,Mathieu
SEPAQ*SUPPORT,INTALENT SEPAQ*PROJECT SUPPORT,F057,Other (Intalent),,,,
SGD*HRPC*IMPLEMENTATION,HRPC SGD QUALTRICS IMPLEMENTATION,F037,SAP/SF CA,,,,
HRPUS*SPX_AMS,HRPUS*SPX AMS,F055,SAP/SF US,AMS,Direct customer,USA,0
HRPUS*SPX_BCD_INT,HRP US SPX BCD INTEGRATION,F055,SAP/SF US,Project,Direct customer,USA,0
HRPUS*TIG_LUCID_OPEN,EXA US works TIG LUCID OPEN,F055,SAP/SF US,,,,
HRPUS*US_SUGAR_AMS,HRPUS* US SUGAR AMS,F055,SAP/SF CA,,,,
SLFNHA*ADVISORY_SERVICES,SLFNHA ADVISORY_SERVICES,F037,SAP/SF CA,,,,
HRPUS*WT_NL_HURIS_SUPPOR,HRP US WT NL HURIS SUPPORT,F055,SAP/SF CA,,,,
HRST*ADP_WKF_NOW_INT,HRST - ADP Workforce Integrations,F055,SAP/SF US,,,,
SNC_LAVALIN*PERFORMANCE,INTALENT SNC_LAVALIN*PERFORMANCE,F057,Other (Intalent),,,,
SOBEYS*PROJECT,INTALENT Sobeys Project,F057,Other (Intalent),,,,
HRST*CPI_INT_SUP,HRST - Integrations Support,F055,SAP/SF US,,,,
SOFTCHOICE*AMES,HRP CANADA SOFTCHOICE AMES,F037,SAP/SF CA,AMS,,,
SOFTCHOICE*AMES_ADMIN,HRP CANADA SOFTCHOICE AMES ADMIN,F037,SAP/SF CA,AMS,,,
SOFTCHOICE*LMS_SUPPORT,HRP CANADA SOFTCHOICE LMS SUPPORT,F037,SAP/SF CA,,,,
SOFTCHOICE*MPS,HRP CANADA SOFTCHOICE MPS,F037,SAP/SF CA,,,,
SOFTCHOICE*MPS_ADMIN,HRP CANADA SOFTCHOICE MPS ADMIN,F037,SAP/SF CA,,,,
SOFTCHOICE*TIME_ATTEND,HRP CANADA SOFTCHOICE TIME & ATTENDANCE,F037,SAP/SF CA,,,,
SOFTCHOICE*POS_MANAGEMT,HRP CANADA SOFTCHOICE POSITION MANAGEMT,F037,SAP/SF CA,,,,
SOLVERA*TC_ENERGY,SOLVERA TC ENERGY,F037,SAP/SF CA,,,,
SOLVERA*ATALINK,SOLVERA ATALINK,F037,SAP/SF CA,,,,
HRST*DAI_ADP_WKF_NOW_INT,HRST - DAI ADP Workforce Now Integratio,F055,SAP/SF US,,,,
HRST*HY_CITE_ADP_WKF_NOW,HRST - Hy Cite ADP Workforce Now Integra,F055,SAP/SF US,,,,
INTALENT*SOPREMA_CAN,INTALENT SOPREMA CANADA,F057,Other (Intalent),,,,
INTALENT*SOPREMA_USA,INTALENT SOPREMA USA,F057,Other (Intalent),,,,
SOTALEX*CONSULTING,AVENUE HR SOTALEX CONSULTING,F037,SAP/SF CA,,,,
SOUCY*INTALENT,INTALENT SOUCY PROJECT,F057,Other (Intalent),Project,Direct customer,Canada,Mathieu
SOUTHWESTERN*HRPC*ADVISE,HRPC SOUTHWESTERN ADVISE,F037,SAP/SF CA,,,,
HUBBARD*PROJECT_PLANNING,HUBBARD*PROJECT_PLANNING,F055,SAP/SF US,,,,
HUBBELL*SUPPORT,TIG HUBBELL SUPPORT,F079,TIG,Staff Aug.,Direct customer,USA,0
HUNTINGTON_INGALLS*IMPLE,HUNTINGTON_INGALLS*IMPLEMENTATION,F055,SAP/SF US,,,,
IDC_TECHNOLOGIES*SUPPORT,IDC_TECHNOLOGIES*SUPPORT,F079,TIG,Staff Aug.,,USA,
IMG_SYSTEMS*SUPPORT,TIG IMG SYSTEMS,F079,TIG,Staff Aug.,,USA,
STELIA*PROJECT,INTALENT STELIA PROJECT,F057,SAP/SF CA,Project,Direct customer,Canada,Mathieu
IMMUCOR*SUPPORT,IMMUCOR*SUPPORT,F055,SAP/SF US,,,,
INFOTECH*SUPPORT,TIG Infotech Consulting services,F079,TIG,Staff Aug.,,USA,
INGLES*EXA*AMS,EXASERV US INGLES AMS,F055,SAP/SF US,AMS,Direct customer,USA,0
INTEGRITY*SUPPORT,INTEGRITY INT100 - ERP SUPPORT,F055,SAP/SF US,,,,
INTELSAT*SUPPORT,INTELSAT ITS100 - Platinum Support,F055,SAP/SF US,,,,
IXERV*SUPPORT,IXERV - :IXE150 - Yazaki ECP Support,F055,SAP/SF US,,,,
JAMAICA_BROILERS*AMS,EXA JAMAICA BROILERS AMS,F055,SAP/SF US,AMS,Direct customer,USA,0
JAMAICA_BROILERS*EXA_PRO,TIG EXASERV JAMAICA_BROILERS*PROJECT,F079,TIG,Staff Aug.,,USA,
JAMAICA_BROILERS*PROJECT,EXA JAMAICA BROILERS PROJECT,F055,SAP/SF US,,,,
JAMAICA_BROILERS*T&M,EXA JAMAICA BROILERS T&M,F055,SAP/SF US,,,,
JAMICIA*EXA_PROJECT,JAMICIA*EXA_PROJECT,F055,SAP/SF US,,,,
JANICKI*HCM_SUPPORT,JID100 - Janicki SAP HCM Support,F055,SAP/SF US,,,,
JANUS*AMS_SUPPORT,Janus Capital M LLC:JCM100  -AMS Suppor,F055,SAP/SF US,AMS,,,
JANUS*BENEFEX_INT,EXASERV JANUS BENEFEX INTEGRATION,F055,SAP/SF US,,,,
JANUS*CHANGE_ORDER_1,Janus Capital M CHANGE ORDER 1,F055,SAP/SF US,,,,
JANUS*EMERGENCY_SUPPORT,EXASERV JANUS SUPPORT EMERGENCY,F055,SAP/SF US,,,,
JANUS*LICENSES,EXASERV JANUS LICENSES,F055,SAP/SF US,Licence,,,
T.E.S*AMES,AVENUE HR T.E.S AMES,F037,SAP/SF CA,AMS,,,
JANUS*RMK_PROJECT,EXASERV JANUS RMK PROJECT,F055,SAP/SF US,,,,
JANUS*SF_SUPPORT,Janus Capital M LLC:JCM101 - SF Support,F055,SAP/SF CA,,,,
TELECON*MANDAT_CONSULT,INTALENT TELECON*MANDAT_CONSULT,F057,Other (Intalent),,,,
TELECON*ACCOMPAGNEMENT,INTALENT TELECON ACCOMPAGNEMENT,F057,Other (Intalent),,,,
TELUQ*INTALENT,TELUQ - IN TALENT,F057,Other (Intalent),,,,
JAS_BEDI*SUPPORT,TIG JAS BEDI,F079,TIG,Staff Aug.,,USA,
JDPOWER*HEALTH_CHECK,EXASERV US JDPOWER*HEALTH_CHECK PROJ,F055,SAP/SF US,,,,
JDPOWER*SUPPORT,EXASERV US JDPOWER SUPPORT,F055,SAP/SF US,,,,
JE_DUNN*ONBOARDING,EXASERV JE Dunn ONBOARDING,F055,SAP/SF US,,,,
JE_DUNN*PROJECT,EXASERV JE Dunn Recruiting project,F055,SAP/SF US,,,,
THIRDBRIDG*AMES,AVENUE HR THIRDBRIDGE AMES,F037,SAP/SF CA,AMS,,,
THIRDBRIDG*ADMIN_AMES,AVENUE HR THIRDBRIDGE ADMIN_AMES,F037,SAP/SF CA,AMS,,,
THIRDBRIDG*LIC_SF,AVENUE HR THIRDBRIDGE LICENCE SAP,F037,SAP/SF CA,Licence,,,
JOHN_DEERE*SUPPORT,TIG JOHN DEERE ONBOARDING PROJECT,F079,TIG,Staff Aug.,Direct customer,USA,0
KAMEHAMEHA*SUPPORT,TIG Kamehameha Consulting services,F079,TIG,AMS,,USA,
KELLOGS*SUPPORT,TIG Kellogs SF Training,F079,TIG,Staff Aug.,,USA,
KENNAMETAL*EXA_PROJECT,KENNAMETAL*EXA_PROJECT,F055,SAP/SF US,Project,Direct customer,USA,0
KEYENCE_ONB_2.0,EXASERV KEYENCE Onboarding 2.0,F055,SAP/SF US,Project,Direct customer,USA,0
KRONON*SUPPORT,TIG Kronon Consulting services,F079,TIG,Staff Aug.,,USA,
LEAD_IT*SUPPORT,TIG IDC_TECHNOLOGIES*SUPPORT,F079,TIG,Staff Aug.,,USA,
LEAR*SUPPORT,TIG Lear Consulting services,F079,TIG,Staff Aug.,,USA,
LEPRINO*SUPPORT,LEPRINO - LFC001SF - Support,F055,SAP/SF US,,,,
LINCOLN*ON_BOARDING,LINCOLN - LIN100 - ONB,F055,SAP/SF US,,,,
LINCOLN*SUPPORT,LINCOLN - LIN310 - Support & Approved Pr,F055,SAP/SF US,,,,
LSI*SUPPORT,EXASERV LSI SUPPORT,F055,SAP/SF US,,,,
Lucid KSA Payroll,Lucid KSA Payroll,F055,SAP/SF US,Project,Direct customer,USA,
LUCID*EXA*PROJECT,EXA LUCID PROJECT,F055,SAP/SF US,Project,Direct customer,USA,0
LUCID*EXA_MSS_PROJECT,EXA LUCID MSS PROJECT,F055,SAP/SF US,Project,Direct customer,USA,0
LUCID*EXA_PHASE_2,EXA LUCID PHASE 2,F055,SAP/SF US,,,,
LUCID*EXA_PHASE_O,EXA LUCID PHASE 0,F055,SAP/SF US,,,,
LUCID*EXA_PHASE1_T&M,EXA LUCID PHASE 1 T&M,F055,SAP/SF US,,,,
LUCID*SUPPORT,TIG LUCID SUPPORT,F079,TIG,Staff Aug.,,USA,
MADATA_TIG*SUPPORT,Madata GCC Successfactors HR services,F079,TIG,Staff Aug.,,USA,
MAKEREADY*NUBO_PROJ,EXASERV US MAKEREADY NUBO PROJ,F055,SAP/SF US,Project,Direct customer,USA,0
MANSANTE*SUPPORT,TIG Mansante Consulting services,F079,TIG,Staff Aug.,Direct customer,USA,0
MARKLOGIC*SUPPORT,TIG Marklogic Consulting services,F079,TIG,Staff Aug.,,USA,
MAXFIELD*TIG,TIG MAXFIELD,F079,TIG,Staff Aug.,,USA,
MBO_PARTNERS*SUPPORT,TIG MBO partners Consulting services,F079,TIG,Staff Aug.,Direct customer,USA,0
MEDIA_OCEAN_ADP,MEDIA_OCEAN_ADP,F055,SAP/SF US,,,,
Mediaocean,Mediaocean LMS,F055,SAP/SF US,Project,Direct customer,USA,
METALLUS*INTEGRATION,METALLUS*INTEGRATION,F055,TIG,Project,,,
METALLUS*SUPPORT,TIG METALLUS SUPPORT,F079,TIG,AMS,Direct customer,USA,0
METALLUS_ACT*TIG,TIG METALLUS_ACT,F079,TIG,Staff Aug.,,USA,
MICROEXCEL*SUPPORT,TIG Microexcel Consulting services,F079,TIG,Staff Aug.,Direct customer,USA,0
MMC*NUBO_PROJ,EXASERV US MMC NUBO PROJ,F055,SAP/SF US,,,,
MOHAWK*2020_SF_SUPPORT,Mohawk : SOW 5 - 2020 SAP SF SUPPORT,F055,SAP/SF CA,,,,
MOHAWK*CDP_LMS,Mohawk : MHK200H - CDP LMS COMP IMP,F055,SAP/SF US,,,,
MOHAWK*ELAINE_SUP,Mohawk : MHK200I - Elaine Recruiting Sup,F055,SAP/SF US,,,,
MOHAWK*PAYROLL_SUPPORT,Mohawk : MHK200B - Payroll Support,F055,SAP/SF US,,,,
MOHAWK*SF_JOB_PROFILE,Mohawk : MHK200E - SF Job Profile Builde,F055,SAP/SF CA,,,,
MOHAWK*SUPPORT_ONE,Mohawk : MHK200 - Support One,F055,SAP/SF US,,,,
MOHAWK*TRACKER_I9,Mohawk : Tracker I-9 Application,F055,SAP/SF US,,,,
MOHAWK*WAGE_PROGRESSION,MOHAWK WAGE PROGRESSION,F055,SAP/SF US,,,,
MSC TIH,MSC TIH,F055,SAP/SF US,Project,Direct customer,USA,
MSC*EXA_SUPPORT,TIG EXASERV MSC,F079,TIG,Staff Aug.,Intercos North America,USA,0
MSC*ONBOARDING_PROJECT,EXASERV MSC ONBOARDING 2.0 PROJECT,F055,SAP/SF US,,,,
MSC*STAFF_AUGMENTATION,EXASERV MSC STAFF AUGMENTATION,F055,SAP/SF US,Staff Aug.,Direct customer,USA,0
MSC*SUPPORT,MSC100 - MSC Direct Support,F055,SAP/SF US,AMS,Direct customer,USA,0
MSC*TECHNICAL,EXASERV MSC TECHNICAL,F055,SAP/SF US,,,,
MSC*TEST_AUTOMATISATION,MSC200 - MSC Testing Automation.,F055,SAP/SF US,,,,
MSC*WFS_PROJ,EXASERV MSC WFS PROJECT,F055,Workforce,,,,
MSC_TECHNICAL*EXA_SUPP,TIG EXASERV MSC TECHNICAL,F079,TIG,AMS,,USA,
MSFW*SUPPORT,TIG MSFW,F079,TIG,Staff Aug.,Direct customer,USA,0
MSI*NUBO_PROJ,EXASERV MSI NUBO PROJECT,F055,SAP/SF US,,,,
MSI*SUPPORT,EXASERV MSI SUPPORT,F055,SAP/SF US,,,,
MURPHY_OIL*SUPPORT,TIG MURPHY OIL SUPPORT,F079,TIG,Staff Aug.,,USA,
NAL_LMS*EXA_PROJECT,NAL_LMS*EXA_PROJECT,F055,SAP/SF US,,,,
NAT_AIR_CARGO*RECRUIT,EXASERV NATIONAL AIR CARGO RECRUITING,F055,SAP/SF US,,,,
NEMETSCHEK*AMS,EXASERV NEMETSCHEK,F055,SAP/SF US,AMS,Direct customer,USA,0
NEMETSCHEK*EXA_AMS,TIG EXASERV NEMETSCHEK AMS,F079,TIG,Staff Aug.,,USA,
NEMETSCHEK*EXA_NUBO_IMPL,TIG EXASERV NEMETSCHEK NUBO IMPLEM,F079,TIG,Staff Aug.,,USA,
NEMETSCHEK*NUBO_IMPLEM,EXASERV NEMETSCHEK NUBO_IMPLEMENT,F055,SAP/SF US,,,,
NEMETSCHEK*NUBO_PROJ,EXASERV Nemetschek  NUBO PROJECT,F055,SAP/SF US,,,,
NET_JETS*TESTS_AUTOMATIS,NET_JETS*TESTS_AUTOMATISATION,F055,SAP/SF US,Project,Direct customer,USA,0
NET_JETS_WFS_PROJECT,NET_JETS_WFS_PROJECT,F055,Workforce,,,,
NETJETS*SUPPORT,TIG Netjets WFS support,F079,TIG,Staff Aug.,Direct customer,USA,0
NEUBERGER*E-RECRUITING,NEUBERGER*E-RECRUITING,F055,SAP/SF US,,,,
NEW_RELEASE*EXASERV,NEW RELEASE EXASERV,F055,SAP/SF US,,,,
NEWMONT*SUPPORT,Newmont Successfactors consulting servic,F079,TIG,Staff Aug.,,USA,
NEXT_LEVEL*SUPPORT,TIG Next level Consulting services,F079,TIG,Staff Aug.,,USA,
NIELSEN_IQ*SUPPORT,TIG Nielsen Support services,F079,TIG,Staff Aug.,Direct customer,USA,0
NIELSON*SUPPORT,TIG Nielsen HR Consulting services,F079,TIG,Staff Aug.,,USA,
NOVANTA*EXA_IMPLEMENT,EXASERV US NOVANTA IMPLEMENT,F055,SAP/SF US,,,,
NPPD ONB,NPPD ONB,F055,SAP/SF US,Project,Direct customer,USA,
NSI*CHANGE,NSI Mexico change order #001,F055,SAP/SF US,,,,
NSI*EXA_GC,NSI EXA GOAL CASCADING,F055,SAP/SF US,,,,
NSI*MEXICO_PMGM_PROJECT,NSI Mexico PMGM project,F055,SAP/SF US,,,,
NSI*NEW_LICENCES,NSI: NSI100 â Licenses NSI,F055,SAP/SF US,Licence,,,
NSI*SUPPORT,NSI*SUPPORT,F055,SAP/SF US,Licence,Direct customer,USA,0
NSI*SUPPORT_2022,NSI*SUPPORT 2022,F055,SAP/SF US,,,,
OBJECT_EDGE*SUPPORT,TIG Object edge Consulting services,F079,TIG,Staff Aug.,,USA,
OCUA*HCM_SUPPORT,OCUA100 - SAP HCM Support,F055,SAP/SF US,,,,
ODYSSEY*SUPPORT,TIG Odyssey HR Consulting services,F079,TIG,AMS,Direct customer,USA,0
ODYSSEY_HR_BENCH*PROJECT,ODYSSEY_HR_Bench_PROJECT,F055,SAP/SF US,,,,
OGE*TIME_MANAGEMENT,OGE Energy Corp:OGE100 - Time Mgt,F055,SAP/SF US,,,,
