Project definition,WBS element,Name,Profit center (BU),Company code,Company name,Revenue Type,Countries (End Client),Prov/State (End Client),Direct/Ind./Interco,Client Type (Sales Commissions),Sales Rep,% Commission,T&M / FIXED,Currency,Backlog/Pipeline,%,Amount in local currency,Posting Date,Scenario
GROUPIN-RGY*PROJECT,SDI*PRO+UTA AMS,SDI*PRO+UTA AMS,UKG,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Indirect (Partners),Net New services,Yvan F.,,FIXED PRICE,CAD,Backlog,,46800.0,2026-05-01,Budget
GROUPIN-RGY*WORKS,F095*F037*INTER PIPELINE,F095*F037*inter Pipeline,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,ON,Intercos North America,Existing Services,Mathieu,,T&M,CAD,Backlog,,3795.0,2026-05-01,Budget
GROUPIN-RGY*PROJECT,UNI*AMS 25,UNI*AMS 25,UKG,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,T&M,CAD,Backlog,,1949.0,2026-05-01,Budget
GROUPIN-RGY*PROJECT,UNI*AMS INPASS 25,UNI*AMS INPASS 25,UKG,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,FIXED PRICE,CAD,Backlog,,232.0,2026-05-01,Budget
GROUPIN-RGY*WORKS,F095*F003*ETEX,F095*F003*Etex,Workforce,F095,GROUP IN-RGY CONSULTING,Project,EUROPE,EUROPE,Intercos Outside NA,Net New services,Mathieu,,T&M,CAD,Backlog,,37440.0,2026-05-01,Budget
HALTON,HALTON*AMES,HALTON REGION - AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,1200.0,2026-05-01,Budget
EXASERV_US*WORKS,F055*F095*CCC*COO SUP,F055*F095*CCC*COO Sup,SAP/SF US,F055,HRPATH USA,AMS,USA,USA,Intercos North America,0,0,,0,USD,Backlog,,2000.0,2026-05-01,Budget
EXASERV_US*WORKS,F055*F095*CLC*AMS SF,F055*F095*CLC*AMS SF,SAP/SF CA,F055,HRPATH USA,,,,Intercos North America,,,,,USD,Backlog,,500.0,2026-05-01,Budget
EXASERV_US*WORKS,F055*F095*ENU*AMS SF,F055*F095*ENU*AMS SF,SAP/SF US,F055,HRPATH USA,AMS,USA,USA,Intercos North America,0,0,,0,USD,Backlog,,500.0,2026-05-01,Budget
EXASERV_US*WORKS,F055*F095*EXF*AMS SF,F055*F095*EXF*AMS SF,SAP/SF US,F055,HRPATH USA,AMS,USA,USA,Intercos North America,0,0,,0,USD,Backlog,,500.0,2026-05-01,Budget
EXASERV_US*WORKS,F055*F095*PBL*RCM,F055*F095*PBL*RCM,SAP/SF US,F055,HRPATH USA,Project,USA,USA,Intercos North America,Net New services,Patrice B. 2%,,T&M,USD,Backlog,,2000.0,2026-05-01,Budget
HRPC*INTER_PIPELINE_AMES,HRPC*INTER_PIPELINE_AMES,HRPC INTER PIPELINE AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,6000.0,2026-05-01,Budget
PIPELINE,HRPC*INTER_PIPELINE_AMES (new),HRPC*INTER_PIPELINE_AMES (new),SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Pipeline,0.7,5000.0,2026-05-01,Budget
PIPELINE,Novascotia*SAP_mig_adv (new),Novascotia*SAP_mig_adv (new),SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,NS,Direct customer,Existing Services,Patrice B.,,T&M,CAD,Pipeline,0.7,40000.0,2026-05-01,Budget
HRPC*PROJECT,TALAN*HFR TGF,Talan*HFR TGF,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,3008.0,2026-05-01,Budget
HRPC*PROJECT,LIVINGSTON*SUCC ONB2,Livingston*SUCC ONB2,SAP/SF CA,F037,HR Path Canada Inc.,Project,0,0,0,0,0,,0,CAD,Backlog,,1991.0,2026-05-01,Budget
HRPC*PROJECT,MAG*SF_AMS,MAG*SF AMS,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Net New services,Kateryna Voitukhova 2%,,T&M,CAD,Backlog,,15000.0,2026-05-01,Budget
HRPC*PROJECT,BCT*AMS Y2527,BCT*AMS Y2527,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,BC,Direct customer,Existing Services,Patrice B.,,FIXED PRICE,CAD,Backlog,,12051.0,2026-05-01,Budget
HRPC*PROJECT,BCT*LICENCE*HRP_CAN,BCT*LICENCE*HRP_CAN,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,BC,Direct customer,Licences,Patrice B.,,FIXED PRICE,CAD,Backlog,,11813.0,2026-05-01,Budget
HRPC*PROJECT,MAG*SF_T&M,MAG*SF_T&M,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Net New services,Kateryna Voitukhova 2%,,T&M,CAD,Backlog,,15000.0,2026-05-01,Budget
HRPC*PROJECT,DISCOVERY*SF IMP,Discovery*SF IMP,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,ON,Direct customer,Existing Services,Kateryna Voitukhova 2%,,T&M,CAD,Backlog,,127008.0,2026-05-01,Budget
HRPC*PROJECT,DISCOVERY*LICENCES*HRPC,DISCOVERY*LICENCES*HRPC,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Kateryna Voitukhova 2%,,T&M,CAD,Backlog,,31380.0,2026-05-01,Budget
HRPC*PROJECT,NRM*AMES_T&M,NRM*AMES_T&M,SAP/SF CA,F037,HR Path Canada Inc.,AMS,,,,,,,,CAD,Backlog,,7180.0,2026-05-01,Budget
HRPC*PROJECT,CITYKITCHENER*AMS,CityKitchener*AMS,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Kateryna Voitukhova 3%,,FIXED PRICE,CAD,Backlog,,7500.0,2026-05-01,Budget
HRPC*PROJECT,TRANSMOUNTAIN*STAFF AUG,TransMountain*Staff AUG,SAP/SF CA,F037,HR Path Canada Inc.,Staff Aug.,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,2000.0,2026-05-01,Budget
HRPC*PROJECT,PCL*STAFFAUG,PCL*StaffAUG,SAP/SF CA,F037,HR Path Canada Inc.,Staff Aug.,,,,,,,,CAD,Backlog,,3720.0,2026-05-01,Budget
HRPC*PROJECT,NORQUEST*AMES T&M,NORQUEST*AMES T&M,SAP/SF CA,F037,HR Path Canada Inc.,AMS,,,,,,,,CAD,Backlog,,1000.0,2026-05-01,Budget
HRPC*PROJECT,PICKERING*RCM ONB,Pickering*RCM ONB,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,ON,Direct customer,Existing Services,Kateryna Voitukhova 3%,,FIXED PRICE,CAD,Backlog,,15826.0,2026-05-01,Budget
HRPC*PROJECT,LIVINGSTON*COMP SUPPORT,Livingston*Comp Support,SAP/SF CA,F037,HR Path Canada Inc.,,,,,,,,,CAD,Backlog,,92.0,2026-05-01,Budget
PIPELINE,HRPC*HRP_NUBO GBI (new),HRPC*HRP_NUBO GBI (new),SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,ON,Direct customer,Net New services,Kateryna Voitukhova 2%,,FIXED PRICE,CAD,Pipeline,0.5,15000.0,2026-05-01,Budget
HRP_CANADA*WORK,HRPC*HRPUK*KBC_PROJ_NB,HRPCANADA*HRPUK*KBC_PROJECT_NB,Workday,F037,HR Path Canada Inc.,Project,EUROPE,EUROPE,Intercos Outside NA,Existing Services,Fredo,,T&M,CAD,Backlog,,864.64,2026-05-01,Budget
HRP_CANADA*WORK,HRPC*HRPUK_WD*SANOFI_AMS,HRPC*HRPUK_WD*SANOFI_AMS,Workday,F037,HR Path Canada Inc.,AMS,EUROPE,EUROPE,Intercos Outside NA,Existing Services,Fredo,,T&M,CAD,Backlog,,4506.24,2026-05-01,Budget
IESO,IESO*AMES,HRPC IESO AMS,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Dan Whitmarsh,,T&M,CAD,Backlog,,2557.0,2026-05-01,Budget
IMP*HRPC,IMP*LIC_SF,HRPC IMP LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,NS,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,16573.0,2026-05-01,Budget
IMPGROUP*HRPC,IMPGROUP*HRPC*AMES,HRPC IMPGROUP AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,3000.0,2026-05-01,Budget
INFRASTRUC*HRPC,INFRASTRUC*ON_AMES,Infrastructure Ontario,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,630.0,2026-05-01,Budget
INTALENT*TRAVAUX,INTALENT*HRP_WD_FOREST,INTALENT W/ HRPATH WD FR PETIT FORESTIER,Workday,F057,In Talent Solutions,Project,EUROPE,EUROPE,Intercos Outside NA,0,Mathieu,,0,CAD,Backlog,,860.8,2026-05-01,Budget
INTALENT*TRAVAUX,INTLT*WD_EURONEXT_ADAPT,INTALENT W/ WD EURONEXT ADAPTIVE,Workday,F057,In Talent Solutions,Project,EUROPE,EUROPE,Intercos Outside NA,0,Mathieu,,0,CAD,Backlog,,860.8,2026-05-01,Budget
INTALENT*TRAVAUX,F057*F077*FGI*AGILEROBOT,F057*F077*FGI*AGILEROBOT,Workday,F057,In Talent Solutions,,,,Intercos Outside NA,,,,,CAD,Backlog,,6845.0,2026-05-01,Budget
GLOBAL_IND*EXASERV_INC,GLOBAL_IND*ONB_2.0,GLOBAL_INDUSTRIAL ONBOARDING 2.0,SAP/SF US,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,14600.0,2026-05-01,Budget
GRACE*EXASERV_INC,GRACE_KEN*ADD_SUPPORT,GRACE_KEN - GRK1009 - Additional Suppo,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,15000.0,2026-05-01,Budget
GRAHAM_PACKAGING,GRAHAM*AMS,GRAHAM PACKAGING AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,6000.0,2026-05-01,Budget
KINECTRICS,KINECTRICS*AMES,HRP CANADA KINECTRICS AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,1200.0,2026-05-01,Budget
KINECTRICS,KINECTRICS*LIC_SF,HRP CANADA KINECTRICS LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,6081.0,2026-05-01,Budget
LECLERC*HRP_CANADA,HRP_CAN*LECLERC_AMES,LECLERC AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,QC,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,1080.0,2026-05-01,Budget
LETHBRIDGE*INTALENT,INTALENT*LETHBRIDGE_LIC,INTALENT*LETHBRIDGE_LICENCE,Other (Intalent),F057,In Talent Solutions,Licence,,,,,,,,CAD,Backlog,,23701.29,2026-05-01,Budget
LONDONHYDRO,LONDONHYDRO*AMES,AVENUE HR LONDONHYDRO AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,0,0,0,0,0,,0,CAD,Backlog,,1313.0,2026-05-01,Budget
LOOKOUTSOCIETY*HRPC,LOOKOUTSTY*HRPC_AMES,HRP CANADA LOOKOUTSOCIETY AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Dan Whitmarsh,,T&M,CAD,Backlog,,9000.0,2026-05-01,Budget
PIPELINE,Great Lakes Cheese,WFS Implementation,Workforce,F055,HRPATH USA,Project,USA,,Direct customer,,,,,USD,Pipeline,0.8,100000.0,2026-05-01,Budget
GROWMARK*EXASERV_INC,GROWMARK_SUPPORT,EXASERV US GROWMARK SUPPORT PROJECT,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,500.0,2026-05-01,Budget
MARTINREA,MARTINREA*AMES,AVENUE HR MARTINREA AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,5000.0,2026-05-01,Budget
MELOCHE*HRPC,MELOCHE*HRPC_P3,MELOCHE*HRPC_P3,Workday,F037,HR Path Canada Inc.,AMS,Canada,QC,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,16259.0,2026-05-01,Budget
HAWORTH*EXASERV_INC,HAWORTH*AMS_SUPPORT,Haworth:HAW400 - AMS SF Support,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,6000.0,2026-05-01,Budget
WT_PROJECTS*EXASERV_INC,HERSHEY_RBP,HERSHEY_RBP,SAP/SF US,F055,HRPATH USA,Project,,,,,,,,USD,Backlog,,18750.0,2026-05-01,Budget
NDI*HRPC,NDI*HRPC*LIC_SF,NDI HRPC LICENCE SF,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,3810.0,2026-05-01,Budget
WT_PROJECTS*EXASERV_INC,HERSHEY_TIH,HERSHEY_TIH,SAP/SF US,F055,HRPATH USA,Project,,,,,,,,USD,Backlog,,10000.0,2026-05-01,Budget
NORQUEST*HRPC,NORQUEST*HRPC*LIC_SF,NORQUEST HRPC LICENCE SF,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,4740.0,2026-05-01,Budget
NRM,NRM*AMES,NRM AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,12000.0,2026-05-01,Budget
ONTARIO_ENERGY*AVHR,OEB*AMES,HRP CANADA OEB AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,1200.0,2026-05-01,Budget
ONTARIO_ENERGY*AVHR,AVHR*OEB_LIC_SF,AVHR ONTARIO ENERGY BOARD LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,3446.0,2026-05-01,Budget
PCL_CONSTRUCTOR,PCL_CONST*SF_SUPPORT,PCL_CONSTRUCTOR  SF SUPPORT,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,8000.0,2026-05-01,Budget
WT_PROJECTS*EXASERV_INC,HRPUS*BLOUNT*AMS,HRPUS*BLOUNT*AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,9625.0,2026-05-01,Budget
WT_PROJECTS*EXASERV_INC,HRPUS*BWXT_AMS,HRPUS*BWXT_AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,3960.0,2026-05-01,Budget
PJCC*HRP_CANADA,HRP_CAN*PJCCI_LIC_SF,HRP CANADA PJCCI LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,QC,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,2612.0,2026-05-01,Budget
PRIMACORP*HRPC,PRIMACORP*HRPC*LIC,HRPC PRIMACORP SF LICENCES,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,AB,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,18954.0,2026-05-01,Budget
PROCOM*EXASERV_INC,PROCOM*PWC,PROCOM - PWC,SAP/SF CA,F037,HR Path Canada Inc.,Staff Aug.,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,5148.0,2026-05-01,Budget
WT_PROJECTS*EXASERV_INC,HRPUS*HERSHEY_AMS,HRPUS*HERSHEY_AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,2800.0,2026-05-01,Budget
RECONNECT,RECONNECT*LIC_SF,RECONNECT LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,3574.0,2026-05-01,Budget
REGINA,REGINA_CITY*AMES,HRP CANADA REGINA_CITY AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,SK,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,3000.0,2026-05-01,Budget
REGINA,REGINA_POLICE*AMES,HRP CANADA REGINA_POLICE AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,SK,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,1500.0,2026-05-01,Budget
REGINA,REGINA_CITY*LIC_SF,HRP CANADA REGINA_CITY SF LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,SK,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,8416.0,2026-05-01,Budget
REGINA,REGINA_POLICE*LIC_SF,HRP CANADA REGINA_POLICE LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,SK,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,3963.0,2026-05-01,Budget
RICHMOND_CITY*HRPC,RICHMOND_C*HRPC*LICENSES,HRP CANADA RICHMOND CITY LICENSES,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,BC,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,2978.0,2026-05-01,Budget
RICHMOND_CITY*HRPC,RICHMOND_CITY*HRPC*AMES,RICHMOND_CITY*HRPC*AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,,,,,,,,CAD,Backlog,,1500.0,2026-05-01,Budget
EXASERV_US*WORKS,HRPUS*HRP*KOKI_PROJECT,HRPUS*HRP*KOKI_PROJECT,Workforce,F055,HRPATH USA,Project,EUROPE,0,Intercos Outside NA,0,0,,0,USD,Backlog,,5500.0,2026-05-01,Budget
SASKATOON_CITY*HRPC,SASKATOON_C*HRPC*PHASE1,HRP CANADA SASKATOON PHASE 1,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,SK,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,5000.0,2026-05-01,Budget
SASKPOWER*HRPC,SASKPOWER*AMES,HRP CANADA SASKPOWER AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,SK,Direct customer,Existing Services,Dan Whitmarsh,,T&M,CAD,Backlog,,12000.0,2026-05-01,Budget
SEAWAY*HRPC,SEAWAY*HRPC*AMES,HRP CANADA HRPC AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,900.0,2026-05-01,Budget
WT_PROJECTS*EXASERV_INC,HRPUS*SPX_AMS,HRPUS*SPX AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,1000.0,2026-05-01,Budget
TIG*HUBBELL,HUBBELL*SUPPORT,TIG HUBBELL SUPPORT,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,5000.0,2026-05-01,Budget
INGLES*EXASERV_INC,INGLES*EXA*AMS,EXASERV US INGLES AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,5100.0,2026-05-01,Budget
JAMAICA_BROILERS*EXA,JAMAICA_BROILERS*AMS,EXA JAMAICA BROILERS AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,700.0,2026-05-01,Budget
JANUS*EXASERV_INC,JANUS*AMS_SUPPORT,Janus Capital M LLC:JCM100  -AMS Suppor,SAP/SF US,F055,HRPATH USA,AMS,,,,,,,,USD,Backlog,,14000.0,2026-05-01,Budget
TIG*JOHN_DEERE,JOHN_DEERE*SUPPORT,TIG JOHN DEERE ONBOARDING PROJECT,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,12500.0,2026-05-01,Budget
TIG*MANSANTE,MANSANTE*SUPPORT,TIG Mansante Consulting services,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,11760.0,2026-05-01,Budget
WT_PROJECTS*EXASERV_INC,MEDIA_OCEAN_ADP,MEDIA_OCEAN_ADP,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,4500.0,2026-05-01,Budget
PIPELINE,Mediaocean,Mediaocean LMS,SAP/SF US,F055,HRPATH USA,Project,USA,,Direct customer,,,,,USD,Pipeline,0.5,15000.0,2026-05-01,Budget
METALLUS*EXASERV,METALLUS*INTEGRATION,METALLUS*INTEGRATION,TIG,F055,HRPATH USA,Project,,,,,,,,USD,Backlog,,32000.0,2026-05-01,Budget
PIPELINE,MSC TIH,MSC TIH,SAP/SF US,F055,HRPATH USA,Project,USA,,Direct customer,,,,,USD,Pipeline,0.7,15000.0,2026-05-01,Budget
MSC*EXASERV_INC,MSC*STAFF_AUGMENTATION,EXASERV MSC STAFF AUGMENTATION,SAP/SF US,F055,HRPATH USA,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,17000.0,2026-05-01,Budget
MSC*EXASERV_INC,MSC*SUPPORT,MSC100 - MSC Direct Support,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,20000.0,2026-05-01,Budget
NET_JETS*EXASERV_INC,NET_JETS*TESTS_AUTOMATIS,NET_JETS*TESTS_AUTOMATISATION,SAP/SF US,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,3369.0,2026-05-01,Budget
NET_JETS*EXASERV_INC,NET_JETS_WFS_PROJECT,NET_JETS_WFS_PROJECT,Workforce,F055,HRPATH USA,,,,,,,,,USD,Backlog,,30000.0,2026-05-01,Budget
PIPELINE,NPPD ONB,NPPD ONB,SAP/SF US,F055,HRPATH USA,Project,USA,,Direct customer,,,,,USD,Pipeline,0.4,12000.0,2026-05-01,Budget
N.S.INTERNATION*EXASERV,NSI*SUPPORT,NSI*SUPPORT,SAP/SF US,F055,HRPATH USA,Licence,USA,0,Direct customer,0,0,,0,USD,Backlog,,3000.0,2026-05-01,Budget
TIG*ODYSSEY,ODYSSEY*SUPPORT,TIG Odyssey HR Consulting services,TIG,F079,Terra Information Group,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,2500.0,2026-05-01,Budget
PSYCHOGENICS*EXASERV,PSYCHOGENICS*AMS,EXASERV PSYCHOGENICS AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,1000.0,2026-05-01,Budget
RANGE*EXASERV,RANGE*AMS,EXASERV RANGE AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,800.0,2026-05-01,Budget
SEALED_AIR*EXAUS,SEALED_AIR*ASM,EXASERV US SEALED AIR ASM,SAP/SF US,F055,HRPATH USA,AMS,,,,,,,,USD,Backlog,,3000.0,2026-05-01,Budget
WT_PROJECTS*EXASERV_INC,SIMPLOT*AMS INPASS,Simplot*AMS INPASS,SAP/SF CA,F055,HRPATH USA,,,,,,,,,USD,Backlog,,1000.0,2026-05-01,Budget
WT_PROJECTS*EXASERV_INC,SIMPLOT*AMS SF,Simplot*AMS SF,SAP/SF CA,F055,HRPATH USA,,,,,,,,,USD,Backlog,,10074.0,2026-05-01,Budget
TRANSMOUNTAIN*,TRANSMOUNTAIN*AMS,HRPC TRANSMOUNTAIN AMS,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,1500.0,2026-05-01,Budget
TRANSMOUNTAIN*,TRANSMOUNTAIN*LIC_SF,HRPC TRANSMOUNTAIN LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,4520.0,2026-05-01,Budget
UFA*HRPC,UFA*HRPC_AMES,HRPC UFA AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,AB,Direct customer,Existing Services,Dan Whitmarsh,,T&M,CAD,Backlog,,2500.0,2026-05-01,Budget
VIARAIL*HRP_CANADA,VIARAIL*LIC_SF,VIARAIL*LIC_SF,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,QC,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,6845.0,2026-05-01,Budget
VIARAIL*HRP_CANADA,HRPC*VIARAIL_AMES,HRPC VIARAIL AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,QC,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,1850.0,2026-05-01,Budget
VILLE_LAVAL*HRPC,VILLE_LAVAL*LICENCE,HRPC VILLE DE LAVAL LICENCE,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,QC,Intercos North America,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,12083.0,2026-05-01,Budget
TAULIA_NUBO*EXA,TAULIA_NUBO*AMS,EXA Taulia NUBO AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,225.0,2026-05-01,Budget
WLU,WLU*AMES,WLU AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Dan Whitmarsh,,T&M,CAD,Backlog,,500.0,2026-05-01,Budget
WLU,WLU*LIC_SF,WLU LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Dan Whitmarsh,,FIXED PRICE,CAD,Backlog,,4968.0,2026-05-01,Budget
WOODBRIDGE,WOODBRIDGE*AMES,WOODBRIDGE AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,7500.0,2026-05-01,Budget
WORKJAM*HRPC,WORKJAM*AMES,HRPC WORKJAM*AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,1470.0,2026-05-01,Budget
WORKJAM*HRPC,WORKJAM*LIC_SF,HRPC WORKJAM LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,2861.0,2026-05-01,Budget
TIG*PROJECT,TIG*LSI_PROJECT,TIG*LSI_PROJECT,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,4000.0,2026-05-01,Budget
TSI*EXASERV_INC,TSI*SUPPORT,TSI*SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,1000.0,2026-05-01,Budget
